wrap around,stability,morality,cycle length,generation count,seed
false,1.0,0.9873,1,7,19561837
false,1.0,0.9785,1,7,19561838
false,1.0,0.998,1,7,19561839
false,1.0,0.998,1,7,19561840
false,1.0,0.9922,1,9,19561841
false,1.0,1.0,1,8,19561842
false,1.0,0.9795,1,6,19561843
false,1.0,0.9873,1,6,19561844
false,1.0,1.0,1,9,19561845
false,1.0,0.9863,1,6,19561846
false,1.0,1.0,1,5,19561847
false,1.0,0.999,1,5,19561848
false,1.0,1.0,1,8,19561849
false,1.0,0.9961,1,7,19561850
false,1.0,0.9932,1,6,19561851
false,1.0,0.999,1,8,19561852
false,1.0,0.9951,1,10,19561853
false,1.0,0.9971,1,7,19561854
false,1.0,1.0,1,9,19561855
false,1.0,0.9844,1,7,19561856
false,1.0,0.9951,1,7,19561857
false,1.0,0.999,1,8,19561858
false,1.0,1.0,1,7,19561859
false,1.0,1.0,1,7,19561860
false,1.0,0.9951,1,6,19561861
false,1.0,0.9941,1,6,19561862
false,1.0,0.999,1,8,19561863
false,1.0,0.9971,1,8,19561864
false,1.0,0.9902,1,6,19561865
false,1.0,1.0,1,7,19561866
false,1.0,0.9951,1,8,19561867
false,1.0,0.9951,1,9,19561868
false,1.0,0.9932,1,8,19561869
false,1.0,1.0,1,7,19561870
false,1.0,0.9922,1,7,19561871
false,1.0,0.9941,1,8,19561872
false,1.0,0.9873,1,7,19561873
false,1.0,0.9951,1,8,19561874
false,1.0,0.9941,1,7,19561875
false,1.0,0.9902,1,6,19561876
false,1.0,1.0,1,7,19561877
false,1.0,0.9951,1,6,19561878
false,1.0,0.9941,1,8,19561879
false,1.0,0.9912,1,8,19561880
false,1.0,0.9971,1,7,19561881
false,1.0,0.9941,1,9,19561882
false,1.0,0.9971,1,10,19561883
false,1.0,0.999,1,6,19561884
false,1.0,0.9922,1,7,19561885
false,1.0,0.998,1,7,19561886
false,1.0,0.9893,1,7,19561887
false,1.0,0.998,1,6,19561888
false,1.0,0.999,1,6,19561889
false,1.0,0.9971,1,7,19561890
false,1.0,0.9922,1,8,19561891
false,1.0,1.0,1,6,19561892
false,1.0,0.9971,1,9,19561893
false,1.0,0.998,1,8,19561894
false,1.0,1.0,1,8,19561895
false,1.0,0.9922,1,7,19561896
false,1.0,0.9873,1,9,19561897
false,1.0,0.9941,1,8,19561898
false,1.0,0.9873,1,7,19561899
false,1.0,0.9922,1,7,19561900
false,1.0,0.9922,1,7,19561901
false,1.0,0.9961,1,7,19561902
false,1.0,0.998,1,6,19561903
false,1.0,0.9971,1,5,19561904
false,1.0,0.9854,1,8,19561905
false,1.0,0.9893,1,8,19561906
false,1.0,0.9951,1,7,19561907
false,1.0,0.9912,1,7,19561908
false,1.0,0.9961,1,6,19561909
false,1.0,0.999,1,8,19561910
false,1.0,1.0,1,5,19561911
false,1.0,1.0,1,9,19561912
false,1.0,0.9941,1,10,19561913
false,1.0,0.9971,1,6,19561914
false,1.0,0.998,1,5,19561915
false,1.0,1.0,1,9,19561916
false,1.0,1.0,1,6,19561917
false,1.0,1.0,1,8,19561918
false,1.0,0.9951,1,6,19561919
false,1.0,0.9785,1,7,19561920
false,1.0,0.9922,1,7,19561921
false,1.0,0.9971,1,8,19561922
false,1.0,0.9863,1,9,19561923
false,1.0,0.9941,1,7,19561924
false,1.0,0.9971,1,7,19561925
false,1.0,0.9932,1,7,19561926
false,1.0,0.9971,1,7,19561927
false,1.0,0.9805,1,6,19561928
false,1.0,0.998,1,7,19561929
false,1.0,0.9932,1,8,19561930
