cooperation incentive,stability,morality,cycle length,generation count,seed
1.0,1.0,0.0,1,3,19561870
1.0,1.0,0.0,1,3,19561871
1.0,1.0,0.0,1,3,19561872
1.0,1.0,0.0,1,3,19561873
1.0,1.0,0.0,1,3,19561874
1.0,1.0,0.0,1,3,19561875
1.0,1.0,0.0,1,3,19561876
1.0,1.0,0.0,1,3,19561877
1.0,1.0,0.0,1,3,19561878
1.0,1.0,0.0,1,2,19561879
1.0,1.0,0.0,1,3,19561880
1.0,1.0,0.0,1,3,19561881
1.0,1.0,0.0,1,3,19561882
1.0,1.0,0.0,1,3,19561883
1.0,1.0,0.0,1,3,19561884
1.0,1.0,0.0,1,3,19561885
1.0,1.0,0.0,1,3,19561886
1.0,1.0,0.0,1,3,19561887
1.0,1.0,0.0,1,3,19561888
1.0,1.0,0.0,1,3,19561889
1.0,1.0,0.0,1,2,19561890
1.0,1.0,0.0,1,3,19561891
1.0,1.0,0.0,1,3,19561892
1.0,1.0,0.0,1,3,19561893
1.0,1.0,0.0,1,3,19561894
1.0,1.0,0.0,1,3,19561895
1.0,1.0,0.0,1,3,19561896
1.0,1.0,0.0,1,3,19561897
1.0,1.0,0.0,1,3,19561898
1.0,1.0,0.0,1,3,19561899
1.0,1.0,0.0,1,2,19561900
1.0,1.0,0.0,1,3,19561901
1.0,1.0,0.0,1,3,19561902
1.0,1.0,0.0,1,3,19561903
1.0,1.0,0.0,1,2,19561904
1.0,1.0,0.0,1,3,19561905
1.0,1.0,0.0,1,3,19561906
1.0,1.0,0.0,1,3,19561907
1.0,1.0,0.0,1,3,19561908
1.0,1.0,0.0,1,3,19561909
1.0,1.0,0.0,1,3,19561910
1.0,1.0,0.0,1,3,19561911
1.0,1.0,0.0,1,3,19561912
1.0,1.0,0.0,1,3,19561913
1.0,1.0,0.0,1,3,19561914
1.0,1.0,0.0,1,3,19561915
1.0,1.0,0.0,1,3,19561916
1.0,1.0,0.0,1,3,19561917
1.0,1.0,0.0,1,3,19561918
1.0,1.0,0.0,1,3,19561919
1.0,1.0,0.0,1,2,19561920
1.0,1.0,0.0,1,3,19561921
1.0,1.0,0.0,1,3,19561922
1.0,1.0,0.0,1,3,19561923
1.0,1.0,0.0,1,3,19561924
1.0,1.0,0.0,1,3,19561925
1.0,1.0,0.0,1,2,19561926
1.0,1.0,0.0,1,3,19561927
1.0,1.0,0.0,1,3,19561928
1.0,1.0,0.0,1,3,19561929
1.0,1.0,0.0,1,3,19561930
5.0,1.0,0.0,1,3,19561831
5.0,0.5,0.7104,2,28,19561832
5.0,0.5,0.7329,2,25,19561833
5.0,0.5,0.7344,2,30,19561834
5.0,0.5,0.7515,2,33,19561835
5.0,0.5,0.7764,2,51,19561836
5.0,0.5,0.7568,2,24,19561837
5.0,0.5,0.7456,2,38,19561838
5.0,0.1667,0.6943,6,41,19561839
5.0,0.3333,0.7568,3,38,19561840
5.0,0.5,0.6992,2,31,19561841
5.0,0.5,0.7388,2,24,19561842
5.0,0.5,0.6992,2,28,19561843
5.0,0.0714,0.6796,14,51,19561844
5.0,0.25,0.741,4,36,19561845
5.0,0.5,0.7588,2,26,19561846
5.0,0.5,0.7183,2,37,19561847
5.0,0.25,0.7156,4,31,19561848
5.0,0.5,0.7783,2,40,19561849
5.0,0.5,0.792,2,33,19561850
5.0,0.5,0.7188,2,32,19561851
5.0,0.5,0.7314,2,26,19561852
5.0,0.5,0.7617,2,29,19561853
5.0,1.0,0.748,1,33,19561854
5.0,0.5,0.71,2,30,19561855
5.0,0.5,0.7354,2,31,19561856
5.0,1.0,0.0,1,4,19561857
5.0,0.5,0.7812,2,40,19561858
5.0,1.0,0.7607,1,39,19561859
5.0,0.5,0.7607,2,51,19561860
5.0,0.25,0.7861,4,51,19561861
5.0,0.25,0.7446,4,33,19561862
5.0,0.25,0.792,4,45,19561863
5.0,0.5,0.7749,2,30,19561864
5.0,0.5,0.7534,2,49,19561865
5.0,0.25,0.7314,4,31,19561866
5.0,1.0,0.0,1,4,19561867
5.0,0.5,0.7378,2,29,19561868
5.0,0.5,0.7402,2,28,19561869
5.0,1.0,0.7324,1,27,19561870
5.0,0.5,0.8135,2,37,19561871
5.0,0.5,0.7563,2,29,19561872
5.0,0.25,0.7622,4,46,19561873
5.0,1.0,0.7324,1,28,19561874
5.0,0.5,0.8174,2,50,19561875
5.0,0.5,0.7485,2,45,19561876
5.0,0.1667,0.7839,6,45,19561877
5.0,0.5,0.7358,2,36,19561878
5.0,1.0,0.0,1,4,19561879
5.0,0.5,0.7822,2,28,19561880
5.0,1.0,0.7393,1,36,19561881
5.0,0.5,0.7373,2,36,19561882
5.0,0.25,0.7366,4,39,19561883
5.0,0.5,0.7861,2,27,19561884
5.0,0.5,0.7183,2,33,19561885
5.0,0.1667,0.7004,6,31,19561886
5.0,0.25,0.6846,4,28,19561887
5.0,0.5,0.6963,2,27,19561888
5.0,0.5,0.751,2,27,19561889
5.0,0.5,0.7612,2,50,19561890
5.0,0.25,0.7803,4,47,19561891
5.0,0.25,0.7468,4,34,19561892
5.0,0.1667,0.7285,6,26,19561893
5.0,0.5,0.7217,2,36,19561894
5.0,0.5,0.7466,2,32,19561895
5.0,0.5,0.7617,2,42,19561896
5.0,0.5,0.7061,2,33,19561897
5.0,0.5,0.7407,2,31,19561898
5.0,0.5,0.8076,2,33,19561899
5.0,1.0,0.0,1,3,19561900
5.0,0.5,0.7251,2,41,19561901
5.0,0.5,0.7856,2,39,19561902
5.0,0.5,0.7524,2,45,19561903
5.0,0.0833,0.8027,12,58,19561904
5.0,0.25,0.7437,4,26,19561905
5.0,0.5,0.7759,2,34,19561906
5.0,0.25,0.72,4,42,19561907
5.0,0.1667,0.7544,6,31,19561908
5.0,1.0,0.7158,1,28,19561909
5.0,0.25,0.7546,4,31,19561910
5.0,0.5,0.7427,2,28,19561911
5.0,1.0,0.7588,1,36,19561912
5.0,0.25,0.7668,4,43,19561913
5.0,0.1667,0.758,6,43,19561914
5.0,0.25,0.7556,4,40,19561915
5.0,0.5,0.7554,2,34,19561916
5.0,0.5,0.7783,2,31,19561917
5.0,1.0,0.6973,1,20,19561918
5.0,0.5,0.7275,2,64,19561919
5.0,0.5,0.7715,2,28,19561920
5.0,0.5,0.79,2,41,19561921
5.0,0.5,0.7588,2,31,19561922
5.0,0.25,0.7104,4,46,19561923
5.0,0.25,0.741,4,37,19561924
5.0,0.5,0.7666,2,39,19561925
5.0,1.0,0.6904,1,28,19561926
5.0,0.5,0.7964,2,34,19561927
5.0,0.25,0.6948,4,28,19561928
5.0,0.5,0.751,2,31,19561929
5.0,0.25,0.7302,4,30,19561930
