cooperation incentive,stability,morality,cycle length,generation count,seed
5.0,0.5,0.5635,2,49,19561857
5.0,0.5,0.264,2,26,19561858
5.0,1.0,0.165,1,12,19561859
5.0,0.5,0.133,2,8,19561860
5.0,0.5,0.345,2,24,19561861
5.0,0.5,0.337,2,39,19561862
5.0,1.0,0.296,1,19,19561863
5.0,1.0,0.127,1,11,19561864
5.0,1.0,0.155,1,19,19561865
5.0,1.0,0.226,1,21,19561866
5.0,1.0,0.075,1,7,19561867
5.0,1.0,0.234,1,21,19561868
5.0,0.5,0.444,2,42,19561869
5.0,1.0,0.464,1,34,19561870
5.0,0.5,0.3975,2,32,19561871
5.0,0.5,0.2865,2,25,19561872
5.0,1.0,0.171,1,15,19561873
5.0,0.5,0.324,2,25,19561874
5.0,1.0,0.228,1,29,19561875
5.0,0.5,0.3915,2,42,19561876
5.0,1.0,0.493,1,35,19561877
5.0,0.5,0.365,2,17,19561878
5.0,0.5,0.3585,2,24,19561879
5.0,0.5,0.3415,2,27,19561880
5.0,1.0,0.492,1,38,19561881
5.0,1.0,0.286,1,19,19561882
5.0,1.0,0.199,1,11,19561883
5.0,0.5,0.4425,2,33,19561884
5.0,0.5,0.395,2,59,19561885
5.0,1.0,0.431,1,47,19561886
5.0,0.5,0.4465,2,24,19561887
5.0,0.25,0.489,4,43,19561888
5.0,0.5,0.371,2,42,19561889
5.0,0.5,0.4835,2,34,19561890
5.0,1.0,0.238,1,29,19561891
5.0,0.5,0.136,2,14,19561892
5.0,0.5,0.315,2,42,19561893
5.0,1.0,0.354,1,48,19561894
5.0,1.0,0.327,1,22,19561895
5.0,0.5,0.4235,2,34,19561896
5.0,1.0,0.383,1,31,19561897
5.0,0.5,0.566,2,27,19561898
5.0,0.5,0.503,2,32,19561899
5.0,1.0,0.309,1,18,19561900
5.0,0.5,0.271,2,17,19561901
5.0,1.0,0.357,1,23,19561902
5.0,0.5,0.318,2,15,19561903
5.0,0.5,0.3405,2,20,19561904
5.0,1.0,0.417,1,44,19561905
5.0,1.0,0.323,1,46,19561906
5.0,0.5,0.2445,2,13,19561907
5.0,1.0,0.123,1,11,19561908
5.0,1.0,0.257,1,25,19561909
5.0,1.0,0.363,1,20,19561910
5.0,0.25,0.547,4,33,19561911
5.0,0.5,0.342,2,26,19561912
5.0,0.5,0.259,2,16,19561913
5.0,1.0,0.408,1,18,19561914
5.0,1.0,0.145,1,15,19561915
5.0,0.5,0.4325,2,14,19561916
5.0,0.5,0.411,2,19,19561917
5.0,1.0,0.255,1,22,19561918
5.0,1.0,0.297,1,24,19561919
5.0,0.5,0.4325,2,18,19561920
5.0,1.0,0.383,1,21,19561921
5.0,1.0,0.243,1,20,19561922
5.0,0.5,0.428,2,18,19561923
5.0,0.5,0.316,2,39,19561924
5.0,1.0,0.1,1,16,19561925
5.0,1.0,0.274,1,21,19561926
5.0,1.0,0.26,1,30,19561927
5.0,0.5,0.4745,2,25,19561928
5.0,0.5,0.41,2,29,19561929
5.0,1.0,0.323,1,29,19561930
